DATE;COMMANDE;ARTICLE;DESIGNATION;QTE;DEVISE;PRIX_U;VALEUR;FOURNISSEUR
13/12/2011;4500042948;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
13/12/2011;4500042949;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
13/12/2011;4500042950;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;VETRAL-AGECOM SARL
13/12/2011;4500042952;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
13/12/2011;4500042960;101606300;CHEMISE CPC MEC;4;XPF;3500;14000;VETRAL-AGECOM SARL
13/12/2011;4500042960;101606300;IMPRESSION;4;XPF;250;1000;VETRAL-AGECOM SARL
13/12/2011;4500042961;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
15/12/2011;4500042984;2400010100;CASQUE DE SECURITE ENERCAL AVEC VISIERE;20;XPF;3802;76040;ENERCAL
15/12/2011;4500042984;2400010102;GARNITURE FRONTALE POUR CASQUE ENERCAL;20;XPF;223;4460;ENERCAL
15/12/2011;4500042995;101606300;IMPRESSION;8;XPF;250;2000;VETRAL-AGECOM SARL
15/12/2011;4500042995;101606300;POLOS ML;4;XPF;2250;9000;VETRAL-AGECOM SARL
15/12/2011;4500042995;101606300;PANTALONS;3;XPF;3600;10800;VETRAL-AGECOM SARL
15/12/2011;4500042995;101606300;VESTE IM;1;XPF;4950;4950;VETRAL-AGECOM SARL
15/12/2011;4500042996;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
15/12/2011;4500042997;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
15/12/2011;4500042999;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
15/12/2011;4500043002;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
16/12/2011;4500043008;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
16/12/2011;4500043011;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
16/12/2011;4500043012;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
20/12/2011;4500043036;101606300;Armoire basse à rideaux gris clair;1;XPF;35910;35910;SEDB SARL (ex SIP)
21/12/2011;4500043040;101606820;BATTERIE 70A;2;XPF;17499;34997;SFAC
21/12/2011;4500043040;101606820;ECO PARTICIPATION BATTERIE 17 A 75 AMP;2;XPF;300;600;SFAC
21/12/2011;4500043055;2202010008;GRAISSE SKF LGWA 2 / 5  - POT  5KG;4;XPF;13960;55840;VIBATECH
22/12/2011;4500043069;101606820;PNEU 195/75 R16C 107/105R ER01 FED;2;XPF;14733;29465;CALEBAM SAS
22/12/2011;4500043069;101606820;ECO PARTICIPATION;2;XPF;250;500;CALEBAM SAS
22/12/2011;4500043069;101606820;REMPLACEMENT VALVE TR414;2;XPF;360;720;CALEBAM SAS
22/12/2011;4500043069;101606820;EQUILIBRAGE ELECTRONIQUE ROUE;2;XPF;1000;2000;CALEBAM SAS
22/12/2011;4500043070;101628110;DROIT ENTREE DONNES QUOTIDIENNES;2;XPF;2000;4000;METEO FRANCE
22/12/2011;4500043070;101628110;DONNES QUOTIDIENNES;1295;XPF;4;5180;METEO FRANCE
23/12/2011;4500043091;101606820;4 menu NOEL;4;XPF;8500;34000;KANUA TERA
23/12/2011;4500043091;101606820;4 menu ST SYLVESTRE;4;XPF;12000;48000;KANUA TERA
27/12/2011;4500043110;101231100;COLORIMETRE DE POCHE CL LIBRE ET TOTAL;1;XPF;55000;55000;MESACHIMIE
27/12/2011;4500043110;2301000032;COLORIMETRE DE POCHE CL LIBRE ET TOTAL;1;XPF;55000;55000;MESACHIMIE
27/12/2011;4500043124;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
27/12/2011;4500043125;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
27/12/2011;4500043126;101606820;CARTE SAVE EXPRESS;1;XPF;20000;20000;SAVEXPRESS  SEML
27/12/2011;4500043127;101606820;CARTE SAVE EXPRESS;1;XPF;20000;20000;SAVEXPRESS  SEML
27/12/2011;4500043129;2101000021;CONTACTEUR 9A 1F 10 400V 50/60HZ;2;XPF;4935;9870;EHD
27/12/2011;4500043129;2103030001;RELAIS DE PROTECTION 0.63-1A;1;XPF;7921;7921;EHD
27/12/2011;4500043129;2103000009;RELAIS AUX. - BLOC CONTACT 4F FRONTAL;2;XPF;2422;4843;EHD
28/12/2011;4500043139;2301000201;SOLUTION TAMPON PH = 4 - 500 ML;2;XPF;1080;2160;MESACHIMIE
28/12/2011;4500043139;2301000202;SOLUTION TAMPON PH = 7 - 500 ML;2;XPF;1080;2160;MESACHIMIE
28/12/2011;4500043139;2301000203;SOLUTION TAMPON PH = 10 - 500 ML;2;XPF;1080;2160;MESACHIMIE
28/12/2011;4500043139;2301000216;CITRIC ACID REACTIF HA1CH SOL,500 ML;2;XPF;4000;8000;MESACHIMIE
28/12/2011;4500043139;2301000212;REACTIF PHOSPHATE  PHOSVER 3 10ML-PAQ100;2;XPF;4500;9000;MESACHIMIE
28/12/2011;4500043139;2301000210;REACTIF DPD CHLORE LIBRE 10 ML - PAQ1000;2;XPF;27000;54000;MESACHIMIE
28/12/2011;4500043139;2301000018;CUVETTE ROND 25 ML - 3 GRAD+BOUCHON -PK6;2;XPF;6500;13000;MESACHIMIE
28/12/2011;4500043140;101606820;AMPOULE STD 60W B22 CLAIRE;100;XPF;143;14250;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;101606820;AMPOULE STD 60W E27 CLAIRE/DEPOLIE;100;XPF;143;14250;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;101606820;METRE RUBAN BI-MATIERE 3M;5;XPF;937;4687;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;101606820;LAMPE SOUDAGE LAMP'EXPRES 2400° CERCO525;5;XPF;11137;55687;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;2105010022;AMPOULE STD 60W B22 CLAIRE (BAIONNETTE);100;XPF;143;14250;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;2105010023;AMPOULE STD 60W E27 CLAIRE/DEPOLIE (VIS);100;XPF;143;14250;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;2905031002;METRE A RUBAN 3M;5;XPF;937;4687;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043140;2900070100;LAMPE SOUDAGE LAMP'EXPRESS 2400°;5;XPF;11137;55687;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2002000001;PILE ALCALINE CRAYON.;30;XPF;441;13230;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2002000002;PILE ALCALINE  DEMI-CRAYON;30;XPF;351;10530;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2002000003;PILE ALCALINE GROSSE.;30;XPF;640;19200;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2909000102;LAME DE SCIE A METAUX 12 DENTS;10;XPF;360;3600;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2900094009;CLE SERRE TUBE AMERICAIN 410mm   492.18;1;XPF;7462;7462;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;SCIE A METAUX MONTURE 750;1;XPF;2996;2996;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;SCIE EGOINE PC-22 550MM REAFFUTABLE;1;XPF;4245;4245;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;LAME SCIE SAUT.BOIS 75 FIN BOSCH;1;XPF;1192;1192;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;LAME SCIE SAUT. BOIS 100 FIN BOSCH/MA;1;XPF;2167;2167;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;LAME SCIE SAUT.METAL 55 BOSCH/METABO;1;XPF;1215;1215;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;LAME SCIE SAUT.METAL 110 BOSCH/METABO;1;XPF;1496;1496;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;101606820;CLE SERRE TUBE AMERICAIN 330MM 492.14;1;XPF;6360;6360;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2909000104;SCIE A METAUX;1;XPF;2996;2996;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2909000110;SCIE A BOIS EGOINE;1;XPF;4245;4245;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2901000003;LAME SCIE SAUTEUSE BOIS DIAM.75 - LOT X5;1;XPF;1192;1192;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2901000004;LAME SCIE SAUTEUSE BOIS DIA.100 - LOT X5;1;XPF;2167;2167;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2901000005;LAME SCIE SAUTEUSE METAL DIAM.55  LOT X3;1;XPF;1215;1215;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2901000006;LAME SCIE SAUTEUSE METAL DIA.110  LOT X3;1;XPF;1496;1496;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043146;2900094013;CLE SERRE TUBE AMERICAIN 330MM 492.14;1;XPF;6360;6360;NQ NOUMEA QUINCAILLERIE
28/12/2011;4500043148;2203010301;"TE 1/2"" DN15 - XS A234 WPB";5;AUD;11,73;58,65;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010302;"TE 3/4"" DN20 - XS A234 WPB";5;AUD;10,19;50,95;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010303;"TE 1"" DN25 - XS A234 WPB";5;AUD;13,13;65,65;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010304;"TE 1""1/2 DN40 - XS A234 WPB";5;AUD;28,28;141,4;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010306;"TE 2"" DN50 - XS A234 WPB";5;AUD;28,41;142,05;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010307;"TE 3"" DN80 - XS A234 WPB";5;AUD;76,96;384,8;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010321;"TE 1/2"" DN15 - S160 A234 WPB";5;AUD;57,6;288;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010322;"TE 3/4"" DN20 - S160 A234 WPB";5;AUD;58,56;292,8;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010323;"TE 1"" DN25 - S160 A234 WPB";5;AUD;109,48;547,4;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010324;"TE 1""1/2 DN40 - S160 A234 WPB";5;AUD;70,84;354,2;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010326;"TE 2"" DN50 - S160 A234 WPB";5;AUD;92,18;460,9;PROMOTEC PTY LTD
28/12/2011;4500043148;2203010327;"TE 3"" DN80 - S160 A234 WPB";5;AUD;210,15;1050,75;PROMOTEC PTY LTD
28/12/2011;4500043148;101624300;LIVRAISON A PROMOTEC;1;AUD;120;120;PROMOTEC PTY LTD
28/12/2011;4500043148;101624300;DOCUMENTATION EXPORT;1;AUD;104;104;PROMOTEC PTY LTD
28/12/2011;4500043148;101624300;CAISSE CERTIFIE EXPORT;1;AUD;220;220;PROMOTEC PTY LTD
28/12/2011;4500043148;101624300;LIVRAISON AU WHARF;1;AUD;280;280;PROMOTEC PTY LTD
28/12/2011;4500043148;101624300;ASSURANCE;1;AUD;47,31;47,31;PROMOTEC PTY LTD
28/12/2011;4500043148;101624300;FRET MARITIME BRISBANE-NOUMEA;1;AUD;169;169;PROMOTEC PTY LTD
28/12/2011;4500043149;101613610;LOCATION MOTOPOMPE - SEMAINE;1;XPF;24000;24000;SOPROTEC
28/12/2011;4500043149;101613610;REGUL POUR LOCATION - REGUL F. N°2014430;1;XPF;42000;42000;SOPROTEC
29/12/2011;4500043157;101615100;MAIN D'OEUVRE 1/2 JOURNEE;1;XPF;52500;52500;ICE NC
29/12/2011;4500043158;101606820;TUBE POLY PE80 40 X 4.5 PN16 100ML;2;XPF;40320;80640;ETS GASCHET JEAN
29/12/2011;4500043158;101606820;JONCTION POLY 40;2;XPF;704;1408;ETS GASCHET JEAN
29/12/2011;4500043158;101606820;COUDE POLY 40;3;XPF;764;2292;ETS GASCHET JEAN
29/12/2011;4500043158;101606820;"RAC. POLY M 40 X 1"" 1/2";2;XPF;484;968;ETS GASCHET JEAN
29/12/2011;4500043158;101606820;"TUBE GLAVA 1"" 1/2 - 40 X 49 MSS 6.50ML";1;XPF;6580;6580;ETS GASCHET JEAN
29/12/2011;4500043158;101606820;"TUBE GLAVA 2"" - 50 X 60 MSS 6.50ML";1;XPF;7852;7852;ETS GASCHET JEAN
29/12/2011;4500043159;101606820;TUBE POLY PE80 40 X 4.5 PN16 100ML;2;XPF;40320;80640;ETS GASCHET JEAN
29/12/2011;4500043159;101606820;JONCTION POLY 40;4;XPF;704;2816;ETS GASCHET JEAN
29/12/2011;4500043159;101606820;COUDE POLY 40;3;XPF;764;2292;ETS GASCHET JEAN
29/12/2011;4500043159;101606820;"RAC. POLY M 40 X 1"" 1/2";2;XPF;484;968;ETS GASCHET JEAN
29/12/2011;4500043160;101606820;COROMA C 32/260 ( COMPTEUR );1;XPF;18550;18550;SAINT QUENTIN
30/12/2011;4500043166;101606300;IMPRESSION;8;XPF;250;2000;VETRAL-AGECOM SARL
30/12/2011;4500043166;101606300;POLOS ML;4;XPF;2250;9000;VETRAL-AGECOM SARL
30/12/2011;4500043166;101606300;PANTALONS;3;XPF;3600;10800;VETRAL-AGECOM SARL
30/12/2011;4500043166;101606300;CEINTURE;1;XPF;1080;1080;VETRAL-AGECOM SARL
30/12/2011;4500043166;101606300;VESTE IM;1;XPF;4950;4950;VETRAL-AGECOM SARL
30/12/2011;4500043166;101606300;CHAUSSURES DE SECURITE;1;XPF;9000;9000;VETRAL-AGECOM SARL
30/12/2011;4500043167;101615100;LAVAGE VIVARO INT/EXT;1;XPF;10000;10000;SARL WADIANA - MULTI-NETTOYAGE
30/12/2011;4500043167;101615100;LAVAGE PICK UP;1;XPF;7000;7000;SARL WADIANA - MULTI-NETTOYAGE
30/12/2011;4500043168;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
03/01/2012;4500043178;1403133001;CART. FILTRANTE / FILTRE SORTIE CA. 5µ;14;EUR;22;308;EPURO
04/01/2012;4500043203;101606820;CORONA C 40/300 (COMPTEUR);1;XPF;28485;28485;SAINT QUENTIN
04/01/2012;4500043210;101606820;JONCTION POLY 63;2;XPF;1332;2664;ETS GASCHET JEAN
04/01/2012;4500043210;101606820;COUDE POLY 63;2;XPF;1304;2608;ETS GASCHET JEAN
04/01/2012;4500043210;101606820;"RAC. POLY M 63 X 2""";2;XPF;860;1720;ETS GASCHET JEAN
04/01/2012;4500043210;101606820;"TUBE POLY 2"" - 63 X 7.1 PN16 50 ML";1;XPF;96660;96660;ETS GASCHET JEAN
04/01/2012;4500043212;101606820;TUBE POLY PE80 63 X 7.1 PN16 100ML;1;XPF;96660;96660;ETS GASCHET JEAN
04/01/2012;4500043213;101606820;TUBE POLY PE80 63 X 7.1 PN16 100ML;1;XPF;96660;96660;ETS GASCHET JEAN
05/01/2012;4500043226;101615100;COMPLEMENT POUR VEHICULE 284278 NC;1;XPF;7954;7954;MECATECHNIC
05/01/2012;4500043231;1403133001;CART. FILTRANTE / FILTRE SORTIE CA. 5µ;14;EUR;22;308;EPURO
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P 6MM;1;XPF;805;805;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P 7MM;1;XPF;851;851;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE DEBOUCHEE 6X12P;1;XPF;630;630;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P 13MM;1;XPF;875;875;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE DEB 6X12P;1;XPF;1036;1036;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P DE 20MM;1;XPF;1673;1673;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P DE 21MM;1;XPF;1925;1925;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P 22MM;1;XPF;2254;2254;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P DE 24MM;1;XPF;2307;2307;CAFIA
05/01/2012;4500043235;101606820;CLE A PIPE 6X12P 25MM;1;XPF;2352;2352;CAFIA
05/01/2012;4500043235;101606820;PIED A COULISSE DIGITAL CAP 150;1;XPF;4720;4720;CAFIA
05/01/2012;4500043235;101606820;EQUERRE SIMPLE 200X130 1/50MM;1;XPF;1918;1918;CAFIA
05/01/2012;4500043235;101606820;POINTE A TRACER CARBURE;1;XPF;385;385;CAFIA
09/01/2012;4500043248;101606820;PNEU VEHICULE 307 - 195/65R15;1;XPF;7820;7820;LA MAISON DU PNEU
09/01/2012;4500043248;101606820;ECO PARTICIPATION;1;XPF;250;250;LA MAISON DU PNEU
09/01/2012;4500043250;2209010000;PNEU POUR BOBCAT;4;XPF;19200;76800;LA MAISON DU PNEU
09/01/2012;4500043250;101606820;ECO PARTICIPATION;4;XPF;750;3000;LA MAISON DU PNEU
10/01/2012;4500043266;1100165003;FILTRE GAZOLE;6;XPF;5766;34596;C2B SAGEES NC
10/01/2012;4500043266;101624300;FORFAIT LIVRAISON;1;XPF;3200;3200;C2B SAGEES NC
10/01/2012;4500043291;2207000001;CALE D'EPAISSEUR - ROULEAU 0,010 MM;1;EUR;19,23;19,23;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000002;CALE D'EPAISSEUR - ROULEAU 0,025 MM;1;EUR;13,04;13,04;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000003;CALE D'EPAISSEUR - ROULEAU 0,050 MM;1;EUR;12,6;12,6;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000004;CALE D'EPAISSEUR - ROULEAU 0,075 MM;1;EUR;13,95;13,95;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000005;CALE D'EPAISSEUR - ROULEAU 0,100 MM;1;EUR;14,26;14,26;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000006;CISEAUX POUR ROULEAU;1;EUR;6,48;6,48;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000007;SUPPORT DE RANGEMENT DE ROULEAU;1;EUR;30,78;30,78;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000008;FEUILLE 0,200 MM - 150 X 500 MM;1;EUR;16,77;16,77;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000009;FEUILLE 0,300 MM - 150 X 500 MM;1;EUR;34,75;34,75;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000010;FEUILLE 0,400 MM - 150 X 500 MM;1;EUR;44,57;44,57;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000011;FEUILLE 0,500 MM - 150 X 500 MM;1;EUR;49,41;49,41;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000012;FEUILLE 0,800 MM - 150 X 500 MM;1;EUR;75,15;75,15;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000013;FEUILLE 1,000 MM - 150 X 500 MM;1;EUR;86,49;86,49;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000014;CISEAUX POUR FEUILLE;1;EUR;6,48;6,48;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;2207000015;SUPPORT DE RANGEMENT DE FEUILLE;1;EUR;48,6;48,6;TBJ HOLGER JEHMLICH
10/01/2012;4500043291;101606820;TAXE;1;EUR;89,79;89,79;TBJ HOLGER JEHMLICH
11/01/2012;4500043293;101615100;LAVAGE 307;1;XPF;7000;7000;SARL WADIANA - MULTI-NETTOYAGE
11/01/2012;4500043293;101615100;LAVAGE santa fee;1;XPF;7000;7000;SARL WADIANA - MULTI-NETTOYAGE
11/01/2012;4500043295;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
11/01/2012;4500043296;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
11/01/2012;4500043301;101624300;TRANSPORT EAUX;1;XPF;32000;32000;TRANSPORT NC SARL
11/01/2012;4500043302;2009090003;BONBONNE D'EAU MONT-DORE 18,9 LITRES;26;XPF;910;23660;CIENC
11/01/2012;4500043302;101606820;RACK DE BONBONNE;1;XPF;72000;72000;CIENC
16/01/2012;4500043357;101615100;REPARATION VEHICULE 229275 NC;1;XPF;81094;81094;CARROSSERIE PASCUAL
17/01/2012;4500043380;101606400;ENTETE PRONY ENERGIES;1;XPF;39995;39995;IMPRIMERIES REUNIES
17/01/2012;4500043381;2209000013;BLEU DE TRACADE ( BLEU PRUSSE );12;XPF;1574;18882;SFAC
17/01/2012;4500043381;2209000014;PROTECT° STOCKAGE (VERNIS) AEROSOL 650ML;12;XPF;2474;29682;SFAC
17/01/2012;4500043382;1504010005;ACTIONR PNEUM. VANNE  FIA FV 3401/3406;4;NZD;690,63;2762,52;CUSTOM CONTROLS
18/01/2012;4500043393;2203000004;"MAMELON MM - 3/4 """;20;XPF;172;3440;ETS GASCHET JEAN
18/01/2012;4500043393;2203000049;COUDE 90° 3/4;19;XPF;192;3648;ETS GASCHET JEAN
18/01/2012;4500043393;2203000097;"VANNE 1"" 1/2";20;XPF;2563;51255;ETS GASCHET JEAN
18/01/2012;4500043393;2203000108;BOUCHON M 1/2;18;XPF;100;1800;ETS GASCHET JEAN
18/01/2012;4500043393;2203000301;"CROIX GALVANISE GF 1"" 180";4;XPF;1072;4288;ETS GASCHET JEAN
18/01/2012;4500043393;2203045001;"TETINE LAITON CANNEL. F1"" 26";8;XPF;376;3008;ETS GASCHET JEAN
18/01/2012;4500043394;1100067005;KIT VANNE THERMOSTAT RLR75 BM;3;XPF;10500;31500;GIT
18/01/2012;4500043394;1202067001;ELECTROVANNE ADMISSION SECHEUR;1;XPF;19900;19900;GIT
18/01/2012;4500043395;2301000028;KIT CUVE CIRCULATION COMPLETE PR DR2800;1;XPF;38000;38000;MESACHIMIE
18/01/2012;4500043395;2301000029;ENTONNOIR VERRE  PR CUVE DE CIRCULATION;1;XPF;13500;13500;MESACHIMIE
18/01/2012;4500043396;1501020151;ROULEMNT 6310/C3 - COTE ACCOUPLEMENT;1;XPF;5485;5485;VIBATECH
18/01/2012;4500043396;1501020152;ROULEMNT 6309/C3 - COTE OPPOSE;1;XPF;4135;4135;VIBATECH
18/01/2012;4500043396;1700000013;ROULEMENT 6207-2RS1;2;XPF;2588;5176;VIBATECH
18/01/2012;4500043397;2301000210;REACTIF DPD CHLORE LIBRE 10 ML - PAQ1000;1;XPF;36000;36000;MESACHIMIE
19/01/2012;4500043412;2500020101;SAVON POUDRE POUR MAIN - 5 LITRES;10;XPF;4997;49970;SFAC
19/01/2012;4500043412;2500000005;LAVE GLACE POUR VEHICULE - BIDON 5 L;5;XPF;1438;7192;SFAC
20/01/2012;4500043417;101606820;CPL.A45;2;XPF;26420;52840;VIBATECH
20/01/2012;4500043417;101606820;CPL.A45 E HDT ROUGE;1;XPF;43335;43335;VIBATECH
20/01/2012;4500043417;1604000201;MOYEU CPL.A45;2;XPF;26420;52840;VIBATECH
20/01/2012;4500043417;1604000202;FLECTOR ROUGE CPL.A45 E HDT;1;XPF;43335;43335;VIBATECH
20/01/2012;4500043419;101606820;CPL.A45 FRETTE DE MAINTIENT;1;XPF;21900;21900;VIBATECH
20/01/2012;4500043423;101606300;Téléphone S5830;1;XPF;44900;44900;TELEPHONE PLUS
20/01/2012;4500043426;101606300;Téléphone S5830;1;XPF;44900;44900;TELEPHONE PLUS
20/01/2012;4500043427;101606300;IMPRESSION;8;XPF;250;2000;VETRAL-AGECOM SARL
20/01/2012;4500043427;101606300;POLOS ML;4;XPF;2250;9000;VETRAL-AGECOM SARL
20/01/2012;4500043427;101606300;PANTALONS;3;XPF;3600;10800;VETRAL-AGECOM SARL
20/01/2012;4500043427;101606300;CEINTURE;1;XPF;1080;1080;VETRAL-AGECOM SARL
20/01/2012;4500043427;101606300;VESTE IM;1;XPF;4950;4950;VETRAL-AGECOM SARL
20/01/2012;4500043427;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;VETRAL-AGECOM SARL
20/01/2012;4500043427;101606300;BOTTES DE SECURITE;1;XPF;2900;2900;VETRAL-AGECOM SARL
20/01/2012;4500043429;2203000022;"MANCHON 1"" 1/2";20;XPF;560;11200;ETS GASCHET JEAN
20/01/2012;4500043429;2203000052;"COUDE 90° 1"" 1/2";20;XPF;872;17440;ETS GASCHET JEAN
20/01/2012;4500043429;2203000003;"MAMELON MM - 1/2 """;20;XPF;128;2560;ETS GASCHET JEAN
20/01/2012;4500043429;2203000005;"MAMELON 1""";20;XPF;240;4800;ETS GASCHET JEAN
20/01/2012;4500043429;2203000007;"MAMELON 1"" 1/2";20;XPF;452;9040;ETS GASCHET JEAN
20/01/2012;4500043429;2203000123;BOUCHON F 1/2;20;XPF;156;3120;ETS GASCHET JEAN
20/01/2012;4500043429;2203000049;COUDE 90° 3/4;20;XPF;192;3840;ETS GASCHET JEAN
20/01/2012;4500043429;2203000004;"MAMELON MM - 3/4 """;20;XPF;172;3440;ETS GASCHET JEAN
20/01/2012;4500043429;101606820;"MAMELON GF MM 1""1/2 X 1""";20;XPF;1060;21200;ETS GASCHET JEAN
20/01/2012;4500043430;2203000093;VANNE 1/2;20;XPF;408;8160;ETS GASCHET JEAN
20/01/2012;4500043430;2203000094;VANNE 3/4;20;XPF;676;13515;ETS GASCHET JEAN
20/01/2012;4500043430;2203000097;"VANNE 1"" 1/2";20;XPF;2563;51255;ETS GASCHET JEAN
20/01/2012;4500043431;101605200;Location d'un bungalow pour 1 adulte;3;XPF;13600;40800;KANU TERA
23/01/2012;4500043449;2009090001;GOBELET BLC X50 1ER PRIX 200 ML HP200;40;XPF;510;20400;CELLOCAL
23/01/2012;4500043449;2009020020;FILM PALETTE 50 cm X 400 m NTRE 23 ML;3;XPF;2390;7170;CELLOCAL
23/01/2012;4500043449;2009020002;SAC PLASTIQUE 130L;3;XPF;3624;10872;CELLOCAL
23/01/2012;4500043449;101606820;AGITATEUR BLANC X100 RF C 86 115MM;3;XPF;155;465;CELLOCAL
23/01/2012;4500043459;101605200;Location d'un bungalow tropical 1pers;8;XPF;13600;108800;KANUA TERA
23/01/2012;4500043466;101605200;LOCATION DE VOITURE MC CORMACK;32845;XPF;1;32845;MENCAR/EUROPCAR
25/01/2012;4500043496;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
25/01/2012;4500043497;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
25/01/2012;4500043498;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
25/01/2012;4500043499;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;AUSTECH
25/01/2012;4500043500;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;BLUES JEAN'S CLIN D'OEIL
25/01/2012;4500043503;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;AUSTECH
